127.0.0.1 - - [03/Nov/2020:09:39:50 +0100] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:17:09 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 108242
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:17:11 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 30294
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:17:23 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 108242
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:17:26 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 30403
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:17:29 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 74754
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:17:34 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 28976
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:17:36 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 30448
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:17:40 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 12953
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "GET /ProgrammaBiennale2020/naviox/signOut.jsp?organization= HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "GET /ProgrammaBiennale2020/m/SignIn HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:00 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6139
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "GET /ProgrammaBiennale2020/ HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "GET /ProgrammaBiennale2020/m/FirstSteps HTTP/1.1" 200 10926
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:03 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 3542
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:07 +0100] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?init=true HTTP/1.1" 200 11042
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:07 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:07 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 86689
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:09 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 380546
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:19 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 51180
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:36 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 380569
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "GET /ProgrammaBiennale2020/m/ProcedureProgramma HTTP/1.1" 200 11032
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:38 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 380581
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:50 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 51180
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:18:58 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 380569
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:03 +0100] "GET /ProgrammaBiennale2020/naviox/signOut.jsp?organization= HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:03 +0100] "GET /ProgrammaBiennale2020/m/SignIn HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:03 +0100] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:04 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:04 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6139
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "GET /ProgrammaBiennale2020/ HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "GET /ProgrammaBiennale2020/m/FirstSteps HTTP/1.1" 200 14848
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:07 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 3542
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:15 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Folders.goFolder.dwr HTTP/1.1" 200 8339
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "GET /ProgrammaBiennale2020/m/Inquadrato?init=true HTTP/1.1" 200 15929
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:20 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 120437
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:25 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 55036
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:36 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 29273
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:52 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 19882
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:19:54 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 62872
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:03 +0100] "GET /ProgrammaBiennale2020/naviox/signOut.jsp?organization= HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:03 +0100] "GET /ProgrammaBiennale2020/m/SignIn HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:03 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:04 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:04 +0100] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:04 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:04 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:04 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:04 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:04 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6139
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "GET /ProgrammaBiennale2020/ HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "GET /ProgrammaBiennale2020/m/FirstSteps HTTP/1.1" 200 10926
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:06 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 3542
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:11 +0100] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?init=true HTTP/1.1" 200 11042
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:11 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:11 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:11 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:11 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:11 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:11 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:12 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 798
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:14 +0100] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?init=true HTTP/1.1" 200 11042
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:14 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:14 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:14 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:14 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:14 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:14 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:20:15 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 798
192.168.2.144 - - [03/Nov/2020:10:29:52 +0100] "GET / HTTP/1.1" 404 951
192.168.2.144 - - [03/Nov/2020:10:29:52 +0100] "GET /HNAP1/ HTTP/1.1" 404 963
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:29 +0100] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?init=true HTTP/1.1" 200 8097
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:30 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:30 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:30 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:30 +0100] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:30 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:30 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:30 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:30 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6139
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:50 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 589
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:51 +0100] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?init=true HTTP/1.1" 200 8097
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:51 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:51 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:51 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:51 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:51 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:51 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:51 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6139
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:54 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 659
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:55 +0100] "GET /ProgrammaBiennale2020/m/ProcedureProgramma HTTP/1.1" 200 11032
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:55 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:55 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:55 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:55 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:55 +0100] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:55 +0100] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:55 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:53:56 +0100] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 71592
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:54:35 +0100] "GET /ProgrammaBiennale2020/m/ProcedureProgramma HTTP/1.1" 200 11032
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:54:35 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:54:35 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:54:35 +0100] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:54:35 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [03/Nov/2020:10:54:35 +0100] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
